dataset	sample	group	panel	gene	source_gene_symbol	format	observations	nonzero_observations	detection_fraction	total_expression	mean_all_observations	mean_nonzero_observations	source_path
GSE214309	snRNA_counts	immature_1hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	63	37	0.587302	6148.04	97.5879	166.163	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	42	24	0.571429	3443.02	81.9767	143.459	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	61	39	0.639344	3345.52	54.8446	85.7826	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	44	27	0.613636	8654.35	196.69	320.531	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	54	46	0.851852	13668.6	253.123	297.145	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	32	24	0.75	12580.2	393.13	524.174	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	axon_guidance_synapse	Plxna4	Plxna4	wide_gene_by_observation_table	61	50	0.819672	17024.4	279.088	340.487	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	401	179	0.446384	54172.9	135.095	302.642	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	44	24	0.545455	5367.85	121.997	223.66	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	63	26	0.412698	6752.81	107.187	259.723	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	42	9	0.214286	459.61	10.9431	51.0678	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	61	17	0.278689	4208.1	68.9852	247.535	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	44	26	0.590909	11342.3	257.781	436.244	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	54	26	0.481481	6555.9	121.406	252.15	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	32	17	0.53125	8234.66	257.333	484.392	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	metabolic_proteomic_validation	Prdx2	Prdx2	wide_gene_by_observation_table	61	34	0.557377	11251.7	184.453	330.931	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	401	213	0.531172	81328.5	202.814	381.824	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	44	20	0.454545	4842.29	110.052	242.114	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	63	31	0.492063	22304.2	354.034	719.489	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	42	18	0.428571	8774.1	208.907	487.45	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	61	30	0.491803	4463	73.1639	148.767	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	44	23	0.522727	6506.06	147.865	282.872	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	54	36	0.666667	11600.5	214.823	322.235	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	32	16	0.5	8334.71	260.46	520.919	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	dentate_identity	Prox1	Prox1	wide_gene_by_observation_table	61	39	0.639344	14503.7	237.766	371.891	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	401	41	0.102244	7387.38	18.4224	180.18	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	44	2	0.0454545	32	0.727273	16	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	63	6	0.0952381	1808.03	28.6989	301.338	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	42	7	0.166667	3390.3	80.7214	484.329	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	61	4	0.0655738	47	0.770492	11.75	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	44	8	0.181818	1296.41	29.4639	162.051	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	54	2	0.037037	490.64	9.08593	245.32	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	32	2	0.0625	52	1.625	26	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	axon_guidance_synapse	Robo1	Robo1	wide_gene_by_observation_table	61	10	0.163934	271	4.44262	27.1	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	401	136	0.339152	32184.1	80.2595	236.648	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	44	19	0.431818	3746.05	85.1375	197.161	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	63	21	0.333333	6877.31	109.164	327.491	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	42	8	0.190476	1049.26	24.9824	131.157	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	61	12	0.196721	1811.85	29.7025	150.987	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	44	16	0.363636	2201.9	50.0432	137.619	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	54	22	0.407407	4014.05	74.3343	182.457	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	32	14	0.4375	2249.71	70.3034	160.694	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	axon_guidance_synapse	Robo2	Robo2	wide_gene_by_observation_table	61	24	0.393443	10233.9	167.77	426.414	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	401	11	0.0274314	1451.86	3.6206	131.987	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	44	2	0.0454545	2	0.0454545	1	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	63	2	0.031746	67	1.06349	33.5	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	42	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	61	2	0.0327869	31	0.508197	15.5	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	44	2	0.0454545	58	1.31818	29	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	54	1	0.0185185	1285.86	23.8122	1285.86	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	32	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	cerebellar_identity	Ror1	Ror1	wide_gene_by_observation_table	61	2	0.0327869	8	0.131148	4	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	401	76	0.189526	276.08	0.688479	3.63263	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	44	5	0.113636	14.92	0.339091	2.984	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	63	9	0.142857	23.68	0.375873	2.63111	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	42	7	0.166667	39.16	0.932381	5.59429	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	61	10	0.163934	20.18	0.33082	2.018	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	44	8	0.181818	31.34	0.712273	3.9175	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	54	13	0.240741	28.7	0.531481	2.20769	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	32	7	0.21875	28.32	0.885	4.04571	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	axon_guidance_synapse	Sema3f	Sema3f	wide_gene_by_observation_table	61	17	0.278689	89.78	1.4718	5.28118	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	401	220	0.548628	19898.1	49.6212	90.4459	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	44	21	0.477273	1165.91	26.498	55.5195	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	63	32	0.507937	1177.33	18.6878	36.7916	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	42	23	0.547619	857.62	20.4195	37.2878	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	61	27	0.442623	947.44	15.5318	35.0904	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	44	26	0.590909	3819.25	86.8011	146.894	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	54	40	0.740741	3612.83	66.9043	90.3208	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	32	21	0.65625	4851.9	151.622	231.043	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	shared_granule_neuronal	Slc17a7	Slc17a7	wide_gene_by_observation_table	61	30	0.491803	3465.81	56.8166	115.527	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	401	6	0.0149626	2305.32	5.74893	384.22	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	44	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	63	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	42	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	61	5	0.0819672	2217.43	36.3513	443.486	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	44	1	0.0227273	87.89	1.9975	87.89	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	54	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	32	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	axon_guidance_synapse	Slit2	Slit2	wide_gene_by_observation_table	61	0	0	0	0	0	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	401	355	0.885287	317540	791.871	894.48	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	44	34	0.772727	20929.4	475.668	615.57	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	63	52	0.825397	30435.1	483.097	585.291	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	42	37	0.880952	29059	691.881	785.379	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	61	49	0.803279	46638.2	764.56	951.799	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	44	43	0.977273	61399.2	1395.44	1427.89	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	54	51	0.944444	32411.2	600.207	635.514	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	32	30	0.9375	40518.3	1266.2	1350.61	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	shared_granule_neuronal	Snap25	Snap25	wide_gene_by_observation_table	61	59	0.967213	56149.8	920.489	951.692	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	401	152	0.379052	15286.1	38.12	100.567	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	44	15	0.340909	1161.98	26.4086	77.4653	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	63	20	0.31746	1433.68	22.7568	71.684	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	42	8	0.190476	125.91	2.99786	15.7387	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	61	22	0.360656	788.68	12.9292	35.8491	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	44	20	0.454545	1470.58	33.4223	73.529	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	54	30	0.555556	3040.17	56.2994	101.339	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	32	18	0.5625	2663.73	83.2416	147.985	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	shared_granule_neuronal	St18	St18	wide_gene_by_observation_table	61	19	0.311475	4601.4	75.4328	242.179	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	401	94	0.234414	17797.8	44.3836	189.339	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	44	10	0.227273	405.08	9.20636	40.508	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	63	13	0.206349	1911.8	30.346	147.062	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	42	7	0.166667	3107.46	73.9871	443.923	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	61	9	0.147541	173.21	2.83951	19.2456	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	44	12	0.272727	3865.86	87.8605	322.155	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	54	14	0.259259	1141.04	21.1304	81.5029	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	32	13	0.40625	5936.8	185.525	456.677	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	morphogenesis_cytoskeleton	Stmn2	Stmn2	wide_gene_by_observation_table	61	16	0.262295	1256.58	20.5997	78.5362	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	401	175	0.436409	48020.7	119.752	274.404	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	44	21	0.477273	5814.34	132.144	276.873	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	63	25	0.396825	3517.2	55.8286	140.688	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	42	11	0.261905	989.59	23.5617	89.9627	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	61	20	0.327869	5558.82	91.1282	277.941	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	44	28	0.636364	9605.51	218.307	343.054	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	54	23	0.425926	3738.06	69.2233	162.524	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	32	11	0.34375	5995.2	187.35	545.018	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	morphogenesis_cytoskeleton	Stmn3	Stmn3	wide_gene_by_observation_table	61	36	0.590164	12802	209.869	355.612	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	401	131	0.326683	24115.3	60.138	184.086	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	44	16	0.363636	1401.43	31.8507	87.5894	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	63	16	0.253968	1174.14	18.6371	73.3838	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	42	11	0.261905	1059.89	25.2355	96.3536	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_1hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	61	13	0.213115	884	14.4918	68	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_4hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	44	18	0.409091	10551.4	239.805	586.189	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	matureactive_4hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	54	16	0.296296	795.22	14.7263	49.7013	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_4hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	32	15	0.46875	3867.77	120.868	257.851	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_4hr	shared_granule_neuronal	Syn1	Syn1	wide_gene_by_observation_table	61	26	0.42623	4381.48	71.8275	168.518	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	all	shared_granule_neuronal	Syt1	Syt1	wide_gene_by_observation_table	401	330	0.822943	178990	446.359	542.393	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	mature_1hr	shared_granule_neuronal	Syt1	Syt1	wide_gene_by_observation_table	44	39	0.886364	19885.9	451.952	509.895	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immature_1hr	shared_granule_neuronal	Syt1	Syt1	wide_gene_by_observation_table	63	44	0.698413	16697.2	265.034	379.481	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
GSE214309	snRNA_counts	immatureactive_1hr	shared_granule_neuronal	Syt1	Syt1	wide_gene_by_observation_table	42	30	0.714286	11736.1	279.43	391.203	External_Data/GEO/GSE214309/GSE214309_counts.txt.gz
