dataset	sample	group	region	platform	species	analysis_class	n_cells_or_spots	n_high_confidence	n_medium_confidence	n_reference_confidence	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	identity_contrast_mean	identity_contrast_median	identity_contrast_q25	identity_contrast_q75	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id
GSE95752	C1_all_cells	DG15	dentate_gyrus	C1	mouse	other_or_ambiguous	26	0	0	0	0.00333244	0	0	0	0.0347539	0	0	0.0630134	-0.0314215	0	-0.0630134	0	0.209109	0.137828	0.053319	0.278923	0.333032	0.235957	0.115525	0.410431	0.146426	0.119451	0.0462098	0.200318	0.229522	0.153162	0.061465	0.271333	0.118958	0.112896	0.112896	0.112896	0.564489	0.384064	0.384064	0.834564	0.222619	0.19822	0.09835	0.272037	0.212014	0.156969	0.0337061	0.249891	GSE95752|C1_all_cells|DG15|other_or_ambiguous
GSE95752	C1_all_cells	DG16	dentate_gyrus	C1	mouse	dentate_candidate	12	5	7	0	0.525302	0.479866	0.444259	0.580456	0	0	0	0	0.525302	0.479866	0.444259	0.580456	0.698977	0.686725	0.571491	0.849863	0.679111	0.621227	0.559236	0.747965	0.431367	0.421589	0.363753	0.513802	0.603152	0.588567	0.547584	0.662597	0.690223	0.654147	0.618595	0.748372	0.384064	0.384064	0.384064	0.384064	0.60233	0.597373	0.474381	0.754559	0.573636	0.564916	0.521168	0.635692	GSE95752|C1_all_cells|DG16|dentate_candidate
GSE95752	C1_all_cells	DG16	dentate_gyrus	C1	mouse	dentate_low_support	31	0	0	0	0.224657	0.22397	0.173287	0.287823	0.00203269	0	0	0	0.222624	0.22397	0.173287	0.281238	0.49204	0.466802	0.357682	0.630205	0.440988	0.432746	0.323246	0.548271	0.259999	0.238901	0.17525	0.390107	0.397676	0.365128	0.306897	0.496684	0.411749	0.414677	0.367347	0.47373	0.398596	0.384064	0.384064	0.384064	0.425924	0.374512	0.311116	0.538102	0.369686	0.320886	0.278984	0.466565	GSE95752|C1_all_cells|DG16|dentate_low_support
GSE95752	C1_all_cells	DG16	dentate_gyrus	C1	mouse	other_or_ambiguous	10	0	0	0	0.0173287	0	0	0	0.0435227	0	0	0.0906587	-0.026194	0	-0.0480598	0	0.193457	0.122233	0.0133297	0.351347	0.165897	0.141716	0.0577623	0.282324	0.0973956	0.0924196	0.0462098	0.116412	0.15225	0.115297	0.0634861	0.199182	0.14442	0.112896	0.112896	0.112896	0.597872	0.384064	0.384064	0.899859	0.195484	0.17792	0.049175	0.308945	0.13135	0.103126	0.0353344	0.198328	GSE95752|C1_all_cells|DG16|other_or_ambiguous
GSE95752	C1_all_cells	DG17	dentate_gyrus	C1	mouse	dentate_candidate	40	12	28	0	0.527868	0.500896	0.457817	0.598436	0.00787667	0	0	0	0.519991	0.500896	0.457817	0.578147	0.663707	0.639819	0.532844	0.774472	0.715249	0.688091	0.588625	0.834756	0.28911	0.30429	0.192691	0.376536	0.556022	0.586003	0.487898	0.630173	0.694518	0.675749	0.632925	0.761398	0.440377	0.384064	0.384064	0.384064	0.567694	0.547655	0.430688	0.681611	0.526596	0.562528	0.452128	0.610942	GSE95752|C1_all_cells|DG17|dentate_candidate
GSE95752	C1_all_cells	DG17	dentate_gyrus	C1	mouse	dentate_low_support	58	0	0	0	0.212609	0.20118	0.137327	0.310613	0.00543219	0	0	0	0.207176	0.20118	0.137327	0.287823	0.479621	0.509762	0.331	0.617901	0.511321	0.515578	0.380362	0.602673	0.189163	0.170799	0.107296	0.265788	0.393369	0.398453	0.305719	0.485375	0.39921	0.391012	0.331741	0.491967	0.4229	0.384064	0.384064	0.384064	0.418783	0.410117	0.29733	0.525727	0.362275	0.3528	0.27931	0.447894	GSE95752|C1_all_cells|DG17|dentate_low_support
GSE95752	C1_all_cells	DG17	dentate_gyrus	C1	mouse	other_or_ambiguous	57	0	0	0	0.00392931	0	0	0	0.0605534	0	0	0.0998738	-0.0566241	0	-0.0630134	0	0.131013	0.0845086	0.053319	0.159957	0.295136	0.231049	0.149313	0.356389	0.0685293	0.0462098	0	0.0924196	0.164893	0.139513	0.0868933	0.168879	0.119501	0.112896	0.112896	0.112896	0.643128	0.384064	0.384064	0.921624	0.164092	0.140686	0.09835	0.215154	0.148079	0.138081	0.0638298	0.178463	GSE95752|C1_all_cells|DG17|other_or_ambiguous
GSE95752	C1_all_cells	DG18	dentate_gyrus	C1	mouse	dentate_low_support	25	0	0	0	0.136608	0.137327	0.0866434	0.173287	0.0216387	0	0	0.0630134	0.114969	0.0866434	0.0866434	0.173287	0.144749	0.106638	0.053319	0.191147	0.320108	0.264838	0.173287	0.393208	0.0910604	0.0462098	0	0.138629	0.185306	0.130802	0.098061	0.227855	0.324881	0.331741	0.270517	0.367347	0.515788	0.384064	0.384064	0.834564	0.175293	0.168693	0.09835	0.236214	0.168146	0.126357	0.0766392	0.22449	GSE95752|C1_all_cells|DG18|dentate_low_support
GSE95752	C1_all_cells	DG18	dentate_gyrus	C1	mouse	other_or_ambiguous	51	0	0	0	0.00509667	0	0	0	0.0490265	0	0	0.0814436	-0.0439298	0	-0.0630134	0	0.0841724	0.053319	0	0.122233	0.257802	0.207076	0.115525	0.334587	0.0662989	0.0462098	0	0.0924196	0.136091	0.122634	0.0621227	0.16478	0.122168	0.112896	0.112896	0.112896	0.633998	0.384064	0.384064	0.878094	0.12591	0.09835	0.0327833	0.183457	0.122909	0.111159	0.0344117	0.173469	GSE95752|C1_all_cells|DG18|other_or_ambiguous
GSE95752	C1_all_cells	DG19	dentate_gyrus	C1	mouse	dentate_candidate	2	1	1	0	0.461886	0.461886	0.443518	0.480255	0.0630135	0.0630135	0.0315068	0.0945203	0.398873	0.398873	0.348998	0.448748	0.458706	0.458706	0.446076	0.471336	0.770626	0.770626	0.575494	0.965758	0.240113	0.240113	0.179782	0.300445	0.489815	0.489815	0.40045	0.579179	0.634173	0.634173	0.615285	0.653062	0.668258	0.668258	0.526161	0.810356	0.370495	0.370495	0.360671	0.380319	0.463092	0.463092	0.373752	0.552432	GSE95752|C1_all_cells|DG19|dentate_candidate
GSE95752	C1_all_cells	DG19	dentate_gyrus	C1	mouse	dentate_low_support	32	0	0	0	0.148401	0.137327	0.0866434	0.173287	0.0228127	0	0	0.0630134	0.125589	0.0866434	0.0866434	0.173287	0.256189	0.213276	0.101106	0.30537	0.543501	0.591171	0.258845	0.745198	0.177092	0.146068	0.0346574	0.270727	0.325594	0.343294	0.139455	0.443941	0.336131	0.331741	0.270517	0.367347	0.529208	0.384064	0.384064	0.834564	0.259824	0.247503	0.161691	0.283869	0.298795	0.305471	0.138298	0.400673	GSE95752|C1_all_cells|DG19|dentate_low_support
GSE95752	C1_all_cells	DG19	dentate_gyrus	C1	mouse	other_or_ambiguous	53	0	0	0	0.00653912	0	0	0	0.0589672	0	0	0.126027	-0.0524281	0	-0.0998738	0	0.128223	0.0845086	0.053319	0.159957	0.408158	0.335446	0.207076	0.539491	0.109614	0.0924196	0.0462098	0.153506	0.215332	0.168532	0.106147	0.298508	0.124792	0.112896	0.112896	0.112896	0.631125	0.384064	0.384064	0.952453	0.159894	0.140686	0.09835	0.215154	0.195778	0.177594	0.0894485	0.272688	GSE95752|C1_all_cells|DG19|other_or_ambiguous
GSE95752	C1_all_cells	DG20	dentate_gyrus	C1	mouse	dentate_candidate	51	50	1	0	0.648333	0.617705	0.505208	0.783551	0.0106072	0	0	0	0.637726	0.617705	0.498623	0.783551	0.977393	0.982246	0.837263	1.08162	1.70519	1.67733	1.46654	1.83875	0.552084	0.51616	0.401996	0.665363	1.07822	1.03792	0.910149	1.19495	0.786208	0.780069	0.679548	0.90621	0.456438	0.384064	0.384064	0.384064	0.811367	0.853669	0.743921	0.905341	0.876563	0.899696	0.825228	0.943769	GSE95752|C1_all_cells|DG20|dentate_candidate
GSE95752	C1_all_cells	DG20	dentate_gyrus	C1	mouse	dentate_low_support	63	0	0	0	0.212645	0.22397	0.137327	0.281238	0.0166474	0	0	0	0.195998	0.196917	0.0984587	0.25993	0.859129	0.872198	0.626153	1.14225	1.71575	1.52035	1.1315	2.50922	0.480375	0.450772	0.340911	0.558067	1.01842	0.94432	0.674967	1.39527	0.399589	0.414677	0.331741	0.469714	0.483059	0.384064	0.384064	0.384064	0.699905	0.772254	0.533977	0.929874	0.783574	0.847156	0.647633	0.980678	GSE95752|C1_all_cells|DG20|dentate_low_support
GSE95752	C1_all_cells	DG20	dentate_gyrus	C1	mouse	other_or_ambiguous	15	0	0	0	0.0115525	0	0	0	0.0272716	0	0	0	-0.0157192	0	0	0	0.623796	0.702207	0.28672	0.852183	1.35899	1.09486	0.563465	2.21603	0.372618	0.438617	0.21187	0.534023	0.785133	0.780993	0.345814	1.19836	0.133912	0.112896	0.112896	0.112896	0.460906	0.384064	0.384064	0.384064	0.544695	0.613765	0.278767	0.748263	0.635939	0.740339	0.318497	0.940947	GSE95752|C1_all_cells|DG20|other_or_ambiguous
GSE95752	C1_all_cells	DG21	dentate_gyrus	C1	mouse	dentate_candidate	67	65	2	0	0.664961	0.657187	0.558164	0.767411	0.0103455	0	0	0	0.654616	0.64912	0.550594	0.754163	0.924485	0.932648	0.792158	1.04369	1.44064	1.35245	1.15845	1.60728	0.504302	0.488079	0.355638	0.61433	0.956476	0.914525	0.775276	1.05192	0.804298	0.812419	0.728072	0.897199	0.458027	0.384064	0.384064	0.384064	0.782205	0.817412	0.699414	0.887973	0.826041	0.828919	0.734911	0.90469	GSE95752|C1_all_cells|DG21|dentate_candidate
GSE95752	C1_all_cells	DG21	dentate_gyrus	C1	mouse	dentate_low_support	36	0	0	0	0.21263	0.22397	0.0866434	0.287823	0.0132765	0	0	0	0.199353	0.22397	0.0866434	0.287823	0.530253	0.561897	0.337867	0.750204	1.06118	1.12341	0.674179	1.28114	0.311878	0.315654	0.205112	0.396565	0.634438	0.663064	0.477228	0.780255	0.398774	0.414677	0.270517	0.47373	0.46484	0.384064	0.384064	0.384064	0.457326	0.463525	0.300912	0.656263	0.577743	0.636561	0.443552	0.738276	GSE95752|C1_all_cells|DG21|dentate_low_support
GSE95752	C1_all_cells	DG21	dentate_gyrus	C1	mouse	other_or_ambiguous	33	0	0	0	0.00262556	0	0	0	0.0385144	0	0	0.0630134	-0.0358888	0	-0.0630134	0	0.122025	0.053319	0.053319	0.106638	0.503938	0.477508	0.3226	0.563464	0.120798	0.119451	0.0462098	0.16566	0.248921	0.19816	0.148553	0.283803	0.117672	0.112896	0.112896	0.112896	0.564264	0.384064	0.384064	0.834564	0.158081	0.09835	0.09835	0.168693	0.230582	0.201042	0.152844	0.259661	GSE95752|C1_all_cells|DG21|other_or_ambiguous
GSE95752	C1_all_cells	DG22	dentate_gyrus	C1	mouse	dentate_candidate	81	80	1	0	0.751652	0.782925	0.578122	0.900426	0.0203932	0	0	0	0.731259	0.753836	0.570544	0.87309	0.979772	0.927684	0.797961	1.18897	1.60676	1.54452	1.37028	1.81121	0.560315	0.540675	0.425115	0.677518	1.04895	1.01172	0.891783	1.20632	0.850372	0.906644	0.747937	0.958967	0.494355	0.384064	0.384064	0.384064	0.806916	0.814155	0.702779	0.943769	0.868593	0.887104	0.810682	0.94746	GSE95752|C1_all_cells|DG22|dentate_candidate
GSE95752	C1_all_cells	DG22	dentate_gyrus	C1	mouse	dentate_low_support	29	0	0	0	0.237954	0.25993	0.137327	0.310613	0.0229998	0	0	0.0630134	0.214954	0.2476	0.110274	0.261422	0.660625	0.698829	0.413483	0.877601	1.1949	1.26234	0.634073	1.53676	0.354504	0.331321	0.16566	0.484827	0.736677	0.822575	0.466237	0.986461	0.423593	0.450065	0.331741	0.491967	0.519472	0.384064	0.384064	0.834564	0.576227	0.608554	0.338906	0.779852	0.651848	0.768129	0.423795	0.87234	GSE95752|C1_all_cells|DG22|dentate_low_support
GSE95752	C1_all_cells	DG22	dentate_gyrus	C1	mouse	other_or_ambiguous	9	0	0	0	0.0192541	0	0	0	0.0646156	0.0630134	0	0.126027	-0.0453615	-0.0132304	-0.0630134	0	0.232242	0.159957	0.137828	0.372022	0.632038	0.374984	0.3226	1.03303	0.189109	0.119451	0.0462098	0.16566	0.35113	0.226085	0.18663	0.508168	0.147923	0.112896	0.112896	0.112896	0.686255	0.834564	0.384064	0.952453	0.23479	0.215154	0.19822	0.316109	0.332972	0.221884	0.192358	0.481112	GSE95752|C1_all_cells|DG22|other_or_ambiguous
GSE95752	C1_all_cells	DG23	dentate_gyrus	C1	mouse	dentate_candidate	51	50	1	0	0.697174	0.667192	0.58756	0.770358	0.00937165	0	0	0	0.687802	0.66229	0.58756	0.761131	1.0128	0.948259	0.831333	1.21207	1.39781	1.39844	1.15953	1.66764	0.559458	0.526437	0.449832	0.685617	0.990022	0.991241	0.860615	1.12342	0.82384	0.820886	0.753582	0.90013	0.432858	0.384064	0.384064	0.384064	0.830822	0.834564	0.73654	0.949848	0.844176	0.87538	0.791142	0.928354	GSE95752|C1_all_cells|DG23|dentate_candidate
GSE95752	C1_all_cells	DG23	dentate_gyrus	C1	mouse	dentate_low_support	31	0	0	0	0.232629	0.25993	0.0866434	0.34254	0.00644347	0	0	0	0.226186	0.25993	0.0866434	0.32456	0.553658	0.590605	0.39741	0.762811	0.963183	0.990833	0.73067	1.17233	0.305881	0.299987	0.184839	0.394559	0.607574	0.634073	0.500921	0.728936	0.415909	0.450065	0.270517	0.519105	0.418745	0.384064	0.384064	0.384064	0.491183	0.498697	0.331524	0.670213	0.568277	0.614416	0.471993	0.694746	GSE95752|C1_all_cells|DG23|dentate_low_support
GSE95752	C1_all_cells	DG23	dentate_gyrus	C1	mouse	other_or_ambiguous	38	0	0	0	0.00228009	0	0	0	0.0528146	0.0630134	0	0.0998738	-0.0505345	-0.0630134	-0.0998738	0	0.0915521	0.0845086	0.053319	0.137828	0.389947	0.377673	0.253443	0.508733	0.0868262	0.0828302	0.0462098	0.138629	0.189442	0.196182	0.133013	0.232026	0.117044	0.112896	0.112896	0.112896	0.669727	0.834564	0.384064	0.921624	0.140229	0.140686	0.09835	0.19822	0.180023	0.198437	0.129776	0.22601	GSE95752|C1_all_cells|DG23|other_or_ambiguous
GSE95752	C1_all_cells	DG24	dentate_gyrus	C1	mouse	dentate_candidate	82	76	6	0	0.694794	0.65911	0.531942	0.842207	0.0103679	0	0	0	0.684426	0.65911	0.531062	0.814975	0.948806	0.884337	0.753526	1.15046	1.30429	1.29449	1.07864	1.53656	0.560305	0.560218	0.46038	0.635611	0.937799	0.919023	0.769071	1.07686	0.812196	0.813939	0.701096	0.936876	0.434904	0.384064	0.384064	0.384064	0.77703	0.787017	0.660497	0.932588	0.811661	0.831959	0.730243	0.913699	GSE95752|C1_all_cells|DG24|dentate_candidate
GSE95752	C1_all_cells	DG24	dentate_gyrus	C1	mouse	dentate_low_support	40	0	0	0	0.193564	0.155307	0.0866434	0.25993	0.0103735	0	0	0	0.183191	0.137327	0.0866434	0.25993	0.693091	0.635051	0.476114	0.87726	1.04757	0.934001	0.60004	1.28885	0.36832	0.353486	0.208831	0.476708	0.702992	0.65059	0.46854	0.817397	0.380113	0.349544	0.270517	0.450065	0.453815	0.384064	0.384064	0.384064	0.578935	0.543096	0.382761	0.77893	0.609053	0.627008	0.426509	0.766283	GSE95752|C1_all_cells|DG24|dentate_low_support
GSE95752	C1_all_cells	DG24	dentate_gyrus	C1	mouse	other_or_ambiguous	10	0	0	0	0.00866434	0	0	0	0.0565689	0.0315067	0	0.0906587	-0.0479045	-0.0066152	-0.0630134	0	0.14832	0.053319	0.053319	0.0845086	0.492927	0.25993	0.207076	0.508452	0.0984232	0.0462098	0.0462098	0.136404	0.246557	0.133922	0.0908697	0.200049	0.128658	0.112896	0.112896	0.112896	0.64657	0.609314	0.384064	0.899859	0.178029	0.09835	0.09835	0.140686	0.217781	0.130048	0.0680091	0.202345	GSE95752|C1_all_cells|DG24|other_or_ambiguous
GSE95752	C1_all_cells	DG25	dentate_gyrus	C1	mouse	dentate_candidate	70	67	3	0	0.748907	0.75322	0.627555	0.864417	0.00952849	0	0	0	0.739379	0.738812	0.605409	0.855074	1.01779	0.994688	0.862681	1.13249	1.3043	1.263	1.10053	1.49581	0.564658	0.568869	0.450889	0.66744	0.962248	0.941513	0.819331	1.06959	0.85602	0.887864	0.790925	0.948708	0.44398	0.384064	0.384064	0.384064	0.8339	0.861051	0.765741	0.926237	0.834905	0.84455	0.766392	0.910769	GSE95752|C1_all_cells|DG25|dentate_candidate
GSE95752	C1_all_cells	DG25	dentate_gyrus	C1	mouse	dentate_low_support	8	0	0	0	0.261084	0.251584	0.225751	0.285272	0	0	0	0	0.261084	0.251584	0.225751	0.285272	0.688267	0.746032	0.463368	0.832168	1.01722	1.04933	0.649456	1.30699	0.364331	0.411251	0.333284	0.438144	0.689938	0.692607	0.519679	0.84763	0.449088	0.442792	0.418476	0.471884	0.384064	0.384064	0.384064	0.384064	0.594279	0.655124	0.378745	0.728778	0.633684	0.655666	0.494355	0.78528	GSE95752|C1_all_cells|DG25|dentate_low_support
GSE95752	C1_all_cells	DG25	dentate_gyrus	C1	mouse	other_or_ambiguous	16	0	0	0	0.0162456	0	0	0	0.0724605	0.0630134	0	0.106412	-0.0562149	-0.0511985	-0.0722285	0	0.205489	0.106638	0.053319	0.174549	0.445024	0.330843	0.207076	0.417197	0.142556	0.0924196	0	0.209512	0.264356	0.157164	0.122872	0.262594	0.14245	0.112896	0.112896	0.112896	0.742727	0.834564	0.384064	0.929331	0.209984	0.168693	0.09835	0.227421	0.227611	0.163265	0.115447	0.245006	GSE95752|C1_all_cells|DG25|other_or_ambiguous
