analysis_class	axon_guidance_synapse_mean	axon_guidance_synapse_median	axon_guidance_synapse_q25	axon_guidance_synapse_q75	background_max_mean	background_max_median	background_max_q25	background_max_q75	broad_class	cerebellar_identity_mean	cerebellar_identity_median	cerebellar_identity_q25	cerebellar_identity_q75	cerebellar_rank_mean	cerebellar_rank_median	cerebellar_rank_q25	cerebellar_rank_q75	dataset	dentate_identity_mean	dentate_identity_median	dentate_identity_q25	dentate_identity_q75	dentate_rank_mean	dentate_rank_median	dentate_rank_q25	dentate_rank_q75	identity_rank_contrast_mean	identity_rank_contrast_median	identity_rank_contrast_q25	identity_rank_contrast_q75	label	morphogenesis_cytoskeleton_mean	morphogenesis_cytoskeleton_median	morphogenesis_cytoskeleton_q25	morphogenesis_cytoskeleton_q75	n_cells_or_spots	platform	region	sample	sample_context	shared_granule_neuronal_mean	shared_granule_neuronal_median	shared_granule_neuronal_q25	shared_granule_neuronal_q75	shared_rank_mean	shared_rank_median	shared_rank_q25	shared_rank_q75	source_layer	species	structural_program_mean_mean	structural_program_mean_median	structural_program_mean_q25	structural_program_mean_q75	structural_rank_mean	structural_rank_median	structural_rank_q25	structural_rank_q75	unit_id	core_branch	core_role	primary_reason	current_use	caveat	eligible_for_primary_stats
human_projected_dentate_candidate	0.504469	0.423449	0.293959	0.658465	1.74954	1.9698	1.28639	2.28747	dentate_candidate	0.119563	0.121306	0	0.177699	0.69004	0.806694	0.279713	0.92401	GSE268609	0.396357	0.393538	0.3659	0.420191	0.956668	0.955601	0.94194	0.970458	0.266628	0.165984	0.00990437	0.660861	human_dg_like_high_confidence	0.536242	0.528365	0.425849	0.625731	16	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	23	HA	0.58293	0.515775	0.505367	0.613892	0.44971	0.343579	0.32599	0.484802	gse268609_hippocampus_rna	human	0.541214	0.523507	0.438019	0.677405	0.425675	0.423839	0.284324	0.594945	gse268609_hippocampus_rna|GSE268609|23|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	False
human_projected_immature_neurogenic_candidate	0.855627	0.899867	0.758048	1.0145	0.665949	0.382155	0.276653	0.868205	dentate_candidate	0.0413855	0	0	0.0674318	0.482361	0.279713	0.279713	0.683572	GSE268609	0.33108	0.300096	0.26062	0.396862	0.910513	0.901639	0.865779	0.957992	0.428152	0.563866	0.221311	0.625342	immature_neurogenic_candidate	0.541581	0.536387	0.453024	0.624568	116	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	23	HA	0.676616	0.673429	0.584927	0.755989	0.605227	0.582992	0.436305	0.757514	gse268609_hippocampus_rna	human	0.691275	0.708316	0.642134	0.766654	0.653783	0.655055	0.535007	0.804645	gse268609_hippocampus_rna|GSE268609|23|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.414951	0.230357	0.137318	0.817377	1.41013	1.68993	0.450597	2.13657	other_or_ambiguous	0.0451699	0	0	0.0829095	0.472829	0.279713	0.279713	0.718579	GSE268609	0.0275206	0	0	0.0752603	0.343578	0.233948	0.233948	0.561305	-0.129251	-0.045765	-0.175376	-0.045765	hippocampal_neuronal_ambiguous	0.528507	0.543266	0.42591	0.645778	446	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	23	HA	0.539694	0.478421	0.421988	0.662791	0.362429	0.281079	0.152579	0.561817	gse268609_hippocampus_rna	human	0.494384	0.421674	0.361362	0.677394	0.35449	0.246926	0.115949	0.592896	gse268609_hippocampus_rna|GSE268609|23|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.80662	0.87144	0.60926	1.01433	0.630632	0.35318	0.259983	0.713156	broad_neuronal_structural_warning	0.0423022	0	0	0.0763682	0.480852	0.292223	0.292223	0.717934	GSE268609	0.0655868	0.0649591	0	0.134223	0.262557	0.286709	0.13697	0.374927	-0.218295	-0.155252	-0.384794	0.0165409	broad_neuronal_structural_warning	0.5476	0.542784	0.427996	0.66103	589	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	24	YA	0.725358	0.737846	0.628322	0.822038	0.579838	0.56123	0.374927	0.795125	gse268609_hippocampus_rna	human	0.693193	0.718491	0.597851	0.78359	0.574859	0.565293	0.356355	0.790482	gse268609_hippocampus_rna|GSE268609|24|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.707952	0.799349	0.383719	1.01015	0.933818	0.47004	0.299831	1.73262	dentate_candidate	0.0574219	0	0	0.105228	0.513311	0.292223	0.292223	0.786419	GSE268609	0.264687	0.24299	0.221344	0.28446	0.671806	0.641904	0.588799	0.728091	0.158495	0.268427	-0.0745792	0.358096	human_dg_like_candidate	0.50859	0.517642	0.42072	0.600899	367	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	24	YA	0.621743	0.691062	0.398475	0.782951	0.440403	0.455601	0.133778	0.687464	gse268609_hippocampus_rna	human	0.612762	0.672711	0.451305	0.762229	0.46267	0.456181	0.192687	0.718804	gse268609_hippocampus_rna|GSE268609|24|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.658812	0.754265	0.331065	0.945157	1.14111	1.14476	0.29083	1.90759	dentate_candidate	0.0596216	0	0	0.132138	0.517776	0.292223	0.292223	0.84794	GSE268609	0.39771	0.377115	0.343712	0.430556	0.897909	0.89379	0.847069	0.946315	0.380134	0.534823	0.0911201	0.607661	human_dg_like_high_confidence	0.475744	0.461617	0.398539	0.548507	51	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	24	YA	0.648701	0.617758	0.506965	0.77965	0.468756	0.356936	0.245792	0.674695	gse268609_hippocampus_rna	human	0.594419	0.627451	0.434782	0.745837	0.416732	0.388276	0.170633	0.65917	gse268609_hippocampus_rna|GSE268609|24|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	0.917189	0.945949	0.823849	1.04689	0.463242	0.337715	0.256092	0.459688	dentate_candidate	0.0404995	0	0	0.0689216	0.496599	0.292223	0.292223	0.69704	GSE268609	0.362195	0.342746	0.297533	0.405835	0.842556	0.845038	0.761753	0.922229	0.345958	0.411782	0.122751	0.553395	immature_neurogenic_candidate	0.519304	0.517435	0.431389	0.59531	383	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	24	YA	0.759598	0.776278	0.70242	0.831878	0.644219	0.663958	0.481428	0.826175	gse268609_hippocampus_rna	human	0.73203	0.744076	0.692249	0.791487	0.645542	0.654092	0.493906	0.815438	gse268609_hippocampus_rna|GSE268609|24|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.462483	0.375199	0.211145	0.7003	1.23266	1.24641	0.526154	1.86196	other_or_ambiguous	0.0644327	0	0	0.139267	0.52189	0.292223	0.292223	0.865351	GSE268609	0.0726179	0	0	0.181415	0.277203	0.13697	0.13697	0.486941	-0.244686	-0.155252	-0.627104	0.0745792	hippocampal_neuronal_ambiguous	0.464983	0.467336	0.341117	0.588148	333	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	24	YA	0.496068	0.422516	0.365317	0.577669	0.26488	0.159605	0.0847359	0.313407	gse268609_hippocampus_rna	human	0.474512	0.416989	0.353934	0.56813	0.255593	0.145676	0.074289	0.31747	gse268609_hippocampus_rna|GSE268609|24|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.41099	0.266905	0.167455	0.648053	1.81534	2.16802	0.831356	2.60359	broad_neuronal_structural_warning	0.0691394	0	0	0.136832	0.516226	0.296183	0.296183	0.776336	GSE268609	0	0	0	0	0.304835	0.304835	0.304835	0.304835	-0.211391	0.0086514	-0.471501	0.0086514	broad_neuronal_structural_warning	0.642277	0.642647	0.537671	0.742149	487	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	25	YA	0.545473	0.475353	0.398456	0.668493	0.692606	0.715522	0.535623	0.852163	gse268609_hippocampus_rna	human	0.532913	0.454358	0.40379	0.618572	0.719741	0.718066	0.59542	0.83486	gse268609_hippocampus_rna|GSE268609|25|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.436644	0.246652	0.149392	0.792375	1.76501	2.24427	0.480769	2.62714	dentate_candidate	0.0708503	0	0	0.127411	0.529115	0.296183	0.296183	0.74173	GSE268609	0.153996	0.159513	0.110254	0.181887	0.748206	0.735115	0.672392	0.797837	0.219091	0.343257	0.0165394	0.461959	human_dg_like_candidate	0.582897	0.579735	0.464295	0.69927	494	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	25	YA	0.498755	0.398102	0.314285	0.701043	0.528444	0.532824	0.19631	0.865522	gse268609_hippocampus_rna	human	0.506099	0.403748	0.340275	0.722348	0.582255	0.59542	0.340712	0.869975	gse268609_hippocampus_rna|GSE268609|25|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.282837	0.246287	0.120034	0.381032	2.243	2.34466	2.07816	2.5589	dentate_candidate	0.137628	0.142778	0.0983263	0.196229	0.724427	0.795165	0.664122	0.897201	GSE268609	0.319978	0.298259	0.281332	0.340821	0.960785	0.958906	0.945165	0.97799	0.236357	0.167176	0.064631	0.3007	human_dg_like_high_confidence	0.561472	0.550371	0.455126	0.653031	26	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	25	YA	0.42151	0.372436	0.347948	0.407298	0.500793	0.434606	0.347201	0.564313	gse268609_hippocampus_rna	human	0.42194	0.385355	0.321097	0.497787	0.505461	0.533588	0.256616	0.772519	gse268609_hippocampus_rna|GSE268609|25|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_immature_neurogenic_candidate	0.341089	0.184225	0.119863	0.357307	2.00739	2.36171	1.74145	2.64297	dentate_candidate	0.071888	0	0	0.136368	0.527533	0.296183	0.296183	0.774427	GSE268609	0.25728	0.232902	0.204391	0.289495	0.901285	0.901527	0.849237	0.951399	0.373751	0.513995	0.141476	0.613995	immature_neurogenic_candidate	0.562137	0.556154	0.401585	0.699372	248	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	25	YA	0.484158	0.42395	0.374555	0.533564	0.614356	0.622646	0.442875	0.772265	gse268609_hippocampus_rna	human	0.462461	0.398292	0.329706	0.544684	0.546733	0.581934	0.293511	0.805216	gse268609_hippocampus_rna|GSE268609|25|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.140075	0.125264	0.0764094	0.204238	2.38032	2.47905	2.16106	2.72398	other_or_ambiguous	0.0490935	0	0	0.115491	0.451481	0.296183	0.296183	0.709288	GSE268609	0	0	0	0	0.304835	0.304835	0.304835	0.304835	-0.146647	0.0086514	-0.404453	0.0086514	hippocampal_neuronal_ambiguous	0.466137	0.464672	0.361801	0.568954	710	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	25	YA	0.349135	0.327876	0.305262	0.383218	0.308829	0.269466	0.131425	0.473282	gse268609_hippocampus_rna	human	0.318449	0.320898	0.284734	0.351234	0.276226	0.256997	0.130025	0.393766	gse268609_hippocampus_rna|GSE268609|25|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.504999	0.43458	0.257348	0.716024	1.22874	1.36659	0.753023	1.70354	broad_neuronal_structural_warning	0.0756589	0	0	0.148211	0.490228	0.247148	0.247148	0.748099	GSE268609	0	0	0	0	0.289924	0.289924	0.289924	0.289924	-0.200304	0.0427757	-0.458175	0.0427757	broad_neuronal_structural_warning	0.572868	0.570451	0.441294	0.693165	150	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	26	AD	0.649186	0.626314	0.547651	0.72929	0.691483	0.696768	0.5423	0.847909	gse268609_hippocampus_rna	human	0.575684	0.546521	0.475619	0.64749	0.685691	0.695817	0.534696	0.829373	gse268609_hippocampus_rna|GSE268609|26|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.49046	0.355514	0.222332	0.716221	1.27419	1.42481	0.911007	1.73633	dentate_candidate	0.075567	0.0492722	0	0.135208	0.483419	0.5	0.247148	0.689639	GSE268609	0.176584	0.162714	0.12528	0.193353	0.742786	0.729087	0.654468	0.803707	0.259367	0.331274	0.0760456	0.499525	human_dg_like_candidate	0.494326	0.50039	0.389439	0.634316	158	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	26	AD	0.567964	0.518864	0.41747	0.697447	0.510673	0.5	0.212452	0.797053	gse268609_hippocampus_rna	human	0.517583	0.478413	0.382156	0.643084	0.532115	0.546578	0.251901	0.82557	gse268609_hippocampus_rna|GSE268609|26|human_dg_like_candidate|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_projected_dentate_candidate	0.496887	0.464856	0.327086	0.608283	1.40918	1.69612	0.917724	1.99022	dentate_candidate	0.127089	0.155412	0	0.196608	0.625285	0.758555	0.247148	0.898289	GSE268609	0.341503	0.345131	0.315819	0.368983	0.948479	0.948669	0.939639	0.959601	0.323194	0.186312	0.0403992	0.698194	human_dg_like_high_confidence	0.460917	0.504697	0.312142	0.572849	10	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	26	AD	0.591433	0.593936	0.561419	0.62386	0.628897	0.636882	0.572719	0.693441	gse268609_hippocampus_rna	human	0.516413	0.483152	0.45607	0.552838	0.578327	0.562738	0.470532	0.711977	gse268609_hippocampus_rna|GSE268609|26|human_dg_like_high_confidence|human_projected_dentate_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	False
human_projected_immature_neurogenic_candidate	0.392457	0.251169	0.15284	0.511378	1.43649	1.61476	1.08519	1.91118	dentate_candidate	0.0641199	0	0	0.137316	0.460851	0.247148	0.247148	0.70865	GSE268609	0.285068	0.242896	0.215801	0.312914	0.898483	0.890684	0.854087	0.936787	0.437632	0.570342	0.23289	0.63308	immature_neurogenic_candidate	0.502796	0.503843	0.413031	0.6122	54	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	26	AD	0.609692	0.602568	0.489102	0.716834	0.638713	0.64924	0.443441	0.828422	gse268609_hippocampus_rna	human	0.501648	0.474359	0.392931	0.613551	0.518026	0.534221	0.277091	0.796103	gse268609_hippocampus_rna|GSE268609|26|immature_neurogenic_candidate|human_projected_immature_neurogenic_candidate	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_other_or_ambiguous	0.249111	0.235729	0.126959	0.338546	1.5386	1.56186	1.25798	1.88586	other_or_ambiguous	0.0900645	0.0971403	0	0.160947	0.535369	0.571293	0.247148	0.805608	GSE268609	0	0	0	0	0.289924	0.289924	0.289924	0.289924	-0.245445	-0.281369	-0.515684	0.0427757	hippocampal_neuronal_ambiguous	0.468834	0.444991	0.334065	0.618258	154	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	26	AD	0.434328	0.421552	0.389771	0.450672	0.248778	0.226236	0.106939	0.326521	gse268609_hippocampus_rna	human	0.384091	0.381276	0.333027	0.428554	0.278023	0.246198	0.124049	0.370247	gse268609_hippocampus_rna|GSE268609|26|hippocampal_neuronal_ambiguous|human_other_or_ambiguous	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
human_broad_neuronal_structural_warning	0.6578	0.690913	0.35288	0.922904	1.02961	0.754196	0.329781	1.75655	broad_neuronal_structural_warning	0.0519651	0	0	0.105657	0.474693	0.27488	0.27488	0.696294	GSE268609	0.0331304	0	0	0.0736852	0.336722	0.238847	0.238847	0.503603	-0.137971	-0.0360329	-0.341283	-0.0360329	broad_neuronal_structural_warning	0.534429	0.538313	0.42053	0.643547	518	snRNA_multiome_RNA_selected_bridge	hippocampus_dentate_gyrus	27	HA	0.698804	0.69334	0.591636	0.796762	0.677895	0.685312	0.538264	0.819321	gse268609_hippocampus_rna	human	0.630344	0.622848	0.514464	0.740124	0.679867	0.684969	0.536205	0.828929	gse268609_hippocampus_rna|GSE268609|27|broad_neuronal_structural_warning|human_broad_neuronal_structural_warning	human_dentate_hippocampus	broader human hippocampal aging/AD RNA expansion	Large human hippocampal RNA branch across YA/aging/MCI/AD broadens human context.	Adds projected human hippocampal/dentate signal and diagnosis-aware module tests.	Labels are projected, not source taxonomy; ATAC/full RDS deferred.	True
